global_index,original_excel_row,ma_phong_ban_1,ten_phong_ban_1,kinh_do_1,vi_do_1,ma_phong_ban_2,ten_phong_ban_2,kinh_do_2,vi_do_2,khoang_cach_chim_bay,tinh_thanh,PART_ID,row_in_part,Khoảng cách đường bộ,Khoảng cách đường bộ km,thời gian,source_output_file,source_kind,crawl_status,directed_pair_key_by_code,undirected_pair_key_by_code,directed_pair_key_by_coord,undirected_pair_key_by_coord,matched_by,old_distance_km,new_distance_km,old_duration,new_duration,old_ratio_to_air,new_ratio_to_air,distance_diff_km,distance_abs_diff_km,distance_change_pct,compare_status,recrawl_priority,recrawl_group,pair_key,recrawl_batch
25927,25929,92031000,PGD Phan Phú Tiên,106.6654307,10.7522131,94531000,PGD Hóc Môn,106.5932327,10.8876665,17.00102667140632,TP. Hồ Chí Minh,260,27,"49 min
28.1 km",28.1,49 min,part/output_part_260/ket_qua_tu_0_den_99.xlsx,original_output,ok,92031000__94531000,92031000__94531000,"10.75221,106.66543__10.88767,106.59323","10.75221,106.66543__10.88767,106.59323",directed_pair_key_by_code,18.6,28.1,,49 min,,1.6528,9.5,9.5,0.5108,SUSPECT_CHANGED,HIGH,HIGH,92031000__94531000,batch_03
9251,9253,12448000,PGD Tân Ấp,105.8464946,21.0463292,18900000,CN Tràng An,105.8506869,21.0116375,3.882008509816559,TP. Hà Nội,93,51,"14 min
5.3 km",5.3,14 min,part/output_part_93/ket_qua_tu_0_den_99.xlsx,original_output,ok,12448000__18900000,12448000__18900000,"21.04633,105.84649__21.01164,105.85069","21.01164,105.85069__21.04633,105.84649",directed_pair_key_by_code,7.1,5.3,,14 min,,1.3653,-1.8,1.8,0.2535,WATCH_CHANGED,MEDIUM,MEDIUM,12448000__18900000,batch_03
22237,22239,90134000,PGD Đồng An,106.6795064,11.0474348,90332000,PGD Thảo Điền,106.7360342,10.8052701,27.62572892332307,TP. Hồ Chí Minh,223,37,"46 min
18.7 km",18.7,46 min,part/output_part_223/ket_qua_tu_0_den_99.xlsx,original_output,ok,90134000__90332000,90134000__90332000,"11.04743,106.67951__10.80527,106.73603","10.80527,106.73603__11.04743,106.67951",directed_pair_key_by_code,38.2,18.7,,46 min,,0.6769,-19.5,19.5,0.5105,SUSPECT_CHANGED,HIGH,HIGH,90134000__90332000,batch_03
15814,15816,14534000,PGD Sông Cầu,105.8677237,21.3129019,32034000,PGD Hà Đông,105.770002,20.9658888,39.89495606821998,TP. Hà Nội,159,14,"52 min
33.7 km",33.7,52 min,part/output_part_159/ket_qua_tu_0_den_99.xlsx,original_output,ok,14534000__32034000,14534000__32034000,"21.31290,105.86772__20.96589,105.77000","20.96589,105.77000__21.31290,105.86772",directed_pair_key_by_code,45.1,33.7,,52 min,,0.8447,-11.4,11.4,0.2528,WATCH_CHANGED,MEDIUM,MEDIUM,14534000__32034000,batch_03
23037,23039,90236000,PGD Đakao,106.6972065,10.7927265,93232000,PGD Bình Tân,106.6152019,10.7756765,9.155901087794286,TP. Hồ Chí Minh,231,37,"21 min
5.2 km",5.2,21 min,part/output_part_231/ket_qua_tu_0_den_99.xlsx,original_output,ok,90236000__93232000,90236000__93232000,"10.79273,106.69721__10.77568,106.61520","10.77568,106.61520__10.79273,106.69721",directed_pair_key_by_code,10.6,5.2,,21 min,,0.5679,-5.4,5.4,0.5094,SUSPECT_CHANGED,HIGH,HIGH,90236000__93232000,batch_03
16073,16075,14633000,PGD Hoài Đức,105.7073133,21.0703111,32436000,PGD Đại Kim,105.8210842,20.9724783,16.05585006265987,TP. Hà Nội,161,73,"39 min
14.2 km",14.2,39 min,part/output_part_161/ket_qua_tu_0_den_99.xlsx,original_output,ok,14633000__32436000,14633000__32436000,"21.07031,105.70731__20.97248,105.82108","20.97248,105.82108__21.07031,105.70731",directed_pair_key_by_code,19.0,14.2,,39 min,,0.8844,-4.8,4.8,0.2526,WATCH_CHANGED,MEDIUM,MEDIUM,14633000__32436000,batch_03
21098,21100,90032000,PGD Trường Sơn,106.6641996,10.8051895,90237000,PGD Gò Dầu,106.626816,10.795744,4.216151709432764,TP. Hồ Chí Minh,211,98,"10 min
2.8 km",2.8,10 min,part/output_part_211/ket_qua_tu_0_den_99.xlsx,original_output,ok,90032000__90237000,90032000__90237000,"10.80519,106.66420__10.79574,106.62682","10.79574,106.62682__10.80519,106.66420",directed_pair_key_by_code,5.7,2.8,,10 min,,0.6641,-2.9,2.9,0.5088,SUSPECT_CHANGED,HIGH,HIGH,90032000__90237000,batch_03
10783,10785,12734000,PGD Trần Duy hưng,105.7951932,21.018809,14533000,PGD Bắc Hà,105.8928539,21.0605622,11.14817325698356,TP. Hà Nội,108,83,"26 min
18.1 km",18.1,26 min,part/output_part_108/ket_qua_tu_0_den_99.xlsx,original_output,ok,12734000__14533000,12734000__14533000,"21.01881,105.79519__21.06056,105.89285","21.01881,105.79519__21.06056,105.89285",directed_pair_key_by_code,24.2,18.1,,26 min,,1.6236,-6.1,6.1,0.2521,WATCH_CHANGED,MEDIUM,MEDIUM,12734000__14533000,batch_03
19634,19636,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,91242000,PGD Hiệp Phước,106.7378846,10.6469072,49.64118705614344,TP. Hồ Chí Minh,197,34,"1 hr 16 min
53.1 km",53.1,1 hr 16 min,part/output_part_197/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__91242000,88000000__91242000,"10.34819,107.07531__10.64691,106.73788","10.34819,107.07531__10.64691,106.73788",directed_pair_key_by_code,108.0,53.1,,1 hr 16 min,,1.0697,-54.9,54.9,0.5083,SUSPECT_CHANGED,HIGH,HIGH,88000000__91242000,batch_03
5862,5864,10630000,PGD 94B Trần Hưng Đạo,105.8434938,21.02342,12445000,PGD Văn Cao,105.8163359,21.0405615,3.40261462084643,TP. Hà Nội,59,62,"17 min
4.5 km",4.5,17 min,part/output_part_59/ket_qua_tu_0_den_99.xlsx,original_output,ok,10630000__12445000,10630000__12445000,"21.02342,105.84349__21.04056,105.81634","21.02342,105.84349__21.04056,105.81634",directed_pair_key_by_code,6.0,4.5,,17 min,,1.3225,-1.5,1.5,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,10630000__12445000,batch_03
22000,22002,90131000,PGD Thuận An,106.7161132,10.9005291,94733000,PGD Võ Văn Ngân,106.7723024,10.8518047,8.185413539011616,TP. Hồ Chí Minh,221,0,"44 min
18.7 km",18.7,44 min,part/output_part_221/ket_qua_tu_0_den_99.xlsx,original_output,ok,90131000__94733000,90131000__94733000,"10.90053,106.71611__10.85180,106.77230","10.85180,106.77230__10.90053,106.71611",directed_pair_key_by_code,12.4,18.7,,44 min,,2.2846,6.3,6.3,0.5081,SUSPECT_CHANGED,HIGH,HIGH,90131000__94733000,batch_03
6531,6533,10635000,PGD Thành Đông,105.8915283,21.0557196,14632000,PGD Thành Thái,105.7941957,21.0288108,10.53502939973307,TP. Hà Nội,66,31,"45 min
18.6 km",18.6,45 min,part/output_part_66/ket_qua_tu_0_den_99.xlsx,original_output,ok,10635000__14632000,10635000__14632000,"21.05572,105.89153__21.02881,105.79420","21.02881,105.79420__21.05572,105.89153",directed_pair_key_by_code,24.8,18.6,,45 min,,1.7655,-6.2,6.2,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,10635000__14632000,batch_03
21929,21931,90131000,PGD Thuận An,106.7161132,10.9005291,91033000,PGD Nguyễn Văn Cừ,106.6925748,10.7609209,15.73516157568707,TP. Hồ Chí Minh,220,29,"1 hr 11 min
29.7 km",29.7,1 hr 11 min,part/output_part_220/ket_qua_tu_0_den_99.xlsx,original_output,ok,90131000__91033000,90131000__91033000,"10.90053,106.71611__10.76092,106.69257","10.76092,106.69257__10.90053,106.71611",directed_pair_key_by_code,19.7,29.7,,1 hr 11 min,,1.8875,10.0,10.0,0.5076,SUSPECT_CHANGED,HIGH,HIGH,90131000__91033000,batch_03
7944,7946,12241000,PGD Nguyễn Du,105.8493515,21.019215,18833000,PGD Xuân La,105.8089683,21.0620134,6.341329358337902,TP. Hà Nội,80,44,"28 min
11.5 km",11.5,28 min,part/output_part_80/ket_qua_tu_0_den_99.xlsx,original_output,ok,12241000__18833000,12241000__18833000,"21.01921,105.84935__21.06201,105.80897","21.01921,105.84935__21.06201,105.80897",directed_pair_key_by_code,9.2,11.5,,28 min,,1.8135,2.3,2.3,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,12241000__18833000,batch_03
22798,22800,90233000,PGD Sala,106.7243851,10.769637,92037000,PGD Nancy,106.68175,10.7565278,4.880195964332191,TP. Hồ Chí Minh,228,98,"13 min
3.6 km",3.6,13 min,part/output_part_228/ket_qua_tu_0_den_99.xlsx,original_output,ok,90233000__92037000,90233000__92037000,"10.76964,106.72439__10.75653,106.68175","10.75653,106.68175__10.76964,106.72439",directed_pair_key_by_code,7.3,3.6,,13 min,,0.7377,-3.7,3.7,0.5068,SUSPECT_CHANGED,HIGH,HIGH,90233000__92037000,batch_03
11561,11563,12800000,CN Chương Dương,105.8736953,21.0461653,18900000,CN Tràng An,105.8506869,21.0116375,4.521401458134423,TP. Hà Nội,116,61,"29 min
5.7 km",5.7,29 min,part/output_part_116/ket_qua_tu_0_den_99.xlsx,original_output,ok,12800000__18900000,12800000__18900000,"21.04617,105.87370__21.01164,105.85069","21.01164,105.85069__21.04617,105.87370",directed_pair_key_by_code,7.6,5.7,,29 min,,1.2607,-1.9,1.9,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,12800000__18900000,batch_03
19670,19672,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,93200000,CN Chợ Lớn,106.6318675,10.769204,67.38851070253016,TP. Hồ Chí Minh,197,70,"1 hr 16 min
52.4 km",52.4,1 hr 16 min,part/output_part_197/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__93200000,88000000__93200000,"10.34819,107.07531__10.76920,106.63187","10.34819,107.07531__10.76920,106.63187",directed_pair_key_by_code,106.0,52.4,,1 hr 16 min,,0.7776,-53.6,53.6,0.5057,SUSPECT_CHANGED,HIGH,HIGH,88000000__93200000,batch_03
14744,14746,14040000,PGD Hà Đô,105.7855949,21.0308595,32634000,PGD Từ Liêm,105.7974311,21.035894,1.349978952142121,TP. Hà Nội,148,44,"10 min
2.5 km",2.5,10 min,part/output_part_148/ket_qua_tu_0_den_99.xlsx,original_output,ok,14040000__32634000,14040000__32634000,"21.03086,105.78559__21.03589,105.79743","21.03086,105.78559__21.03589,105.79743",directed_pair_key_by_code,2.0,2.5,,10 min,,1.8519,0.5,0.5,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,14040000__32634000,batch_03
22991,22993,90236000,PGD Đakao,106.6972065,10.7927265,91030000,PGD Phú Mỹ Hưng,106.7055348,10.7291804,7.124342113857182,TP. Hồ Chí Minh,230,91,"50 min
16.4 km",16.4,50 min,part/output_part_230/ket_qua_tu_0_den_99.xlsx,original_output,ok,90236000__91030000,90236000__91030000,"10.79273,106.69721__10.72918,106.70553","10.72918,106.70553__10.79273,106.69721",directed_pair_key_by_code,10.9,16.4,,50 min,,2.302,5.5,5.5,0.5046,SUSPECT_CHANGED,HIGH,HIGH,90236000__91030000,batch_03
15528,15530,14438000,PGD Cảng hàng không Nội Bài,105.8059988,21.2113656,18833000,PGD Xuân La,105.8089683,21.0620134,16.61008533548853,TP. Hà Nội,156,28,"38 min
25.0 km",25.0,38 min,part/output_part_156/ket_qua_tu_0_den_99.xlsx,original_output,ok,14438000__18833000,14438000__18833000,"21.21137,105.80600__21.06201,105.80897","21.06201,105.80897__21.21137,105.80600",directed_pair_key_by_code,20.0,25.0,,38 min,,1.5051,5.0,5.0,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,14438000__18833000,batch_03
20969,20971,90030000,PGD Bến Thành,106.6975114,10.7719804,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,22.77048619039014,TP. Hồ Chí Minh,210,69,"38 min
14.3 km",14.3,38 min,part/output_part_210/ket_qua_tu_0_den_99.xlsx,original_output,ok,90030000__90132000,90030000__90132000,"10.77198,106.69751__10.97519,106.67174","10.77198,106.69751__10.97519,106.67174",directed_pair_key_by_code,28.8,14.3,,38 min,,0.628,-14.5,14.5,0.5035,SUSPECT_CHANGED,HIGH,HIGH,90030000__90132000,batch_03
15414,15416,14434000,PGD Bắc Thăng Long,105.790282,21.1157913,18834000,PGD Hinode Royal Park,105.7136789,21.0574579,10.25846532942101,TP. Hà Nội,155,14,"42 min
24.1 km",24.1,42 min,part/output_part_155/ket_qua_tu_0_den_99.xlsx,original_output,ok,14434000__18834000,14434000__18834000,"21.11579,105.79028__21.05746,105.71368","21.05746,105.71368__21.11579,105.79028",directed_pair_key_by_code,19.3,24.1,,42 min,,2.3493,4.8,4.8,0.2487,WATCH_CHANGED,MEDIUM,MEDIUM,14434000__18834000,batch_03
21689,21691,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,90600000,CN 3 Thành phố Hồ Chí Minh,106.6819475,10.7697554,14.28734738558318,TP. Hồ Chí Minh,217,89,"30 min
8.4 km",8.4,30 min,part/output_part_217/ket_qua_tu_0_den_99.xlsx,original_output,ok,90100000__90600000,90100000__90600000,"10.88187,106.74586__10.76976,106.68195","10.76976,106.68195__10.88187,106.74586",directed_pair_key_by_code,16.9,8.4,,30 min,,0.5879,-8.5,8.5,0.503,SUSPECT_CHANGED,HIGH,HIGH,90100000__90600000,batch_03
9691,9693,12632000,PGD Đặng Văn Ngữ,105.8307957,21.0106166,12936000,PGD Long Biên,105.8946586,21.062362,8.777038914781869,TP. Hà Nội,97,91,"22 min
11.5 km",11.5,22 min,part/output_part_97/ket_qua_tu_0_den_99.xlsx,original_output,ok,12632000__12936000,12632000__12936000,"21.01062,105.83080__21.06236,105.89466","21.01062,105.83080__21.06236,105.89466",directed_pair_key_by_code,15.3,11.5,,22 min,,1.3102,-3.8,3.8,0.2484,WATCH_CHANGED,MEDIUM,MEDIUM,12632000__12936000,batch_03
21309,21311,90037000,PGD Thành Thái,106.664006,10.7750228,94633000,PGD Đỗ Xuân Hợp,106.7687958,10.8279369,12.86942673219972,TP. Hồ Chí Minh,214,9,"24 min
8.0 km",8.0,24 min,part/output_part_214/ket_qua_tu_0_den_99.xlsx,original_output,ok,90037000__94633000,90037000__94633000,"10.77502,106.66401__10.82794,106.76880","10.77502,106.66401__10.82794,106.76880",directed_pair_key_by_code,16.0,8.0,,24 min,,0.6216,-8.0,8.0,0.5,SUSPECT_CHANGED,HIGH,HIGH,90037000__94633000,batch_03
10744,10746,12734000,PGD Trần Duy hưng,105.7951932,21.018809,12936000,PGD Long Biên,105.8946586,21.062362,11.4022163026186,TP. Hà Nội,108,44,"26 min
18.5 km",18.5,26 min,part/output_part_108/ket_qua_tu_0_den_99.xlsx,original_output,ok,12734000__12936000,12734000__12936000,"21.01881,105.79519__21.06236,105.89466","21.01881,105.79519__21.06236,105.89466",directed_pair_key_by_code,24.6,18.5,,26 min,,1.6225,-6.1,6.1,0.248,WATCH_CHANGED,MEDIUM,MEDIUM,12734000__12936000,batch_03
22233,22235,90134000,PGD Đồng An,106.6795064,11.0474348,90237000,PGD Gò Dầu,106.626816,10.795744,28.57191541738625,TP. Hồ Chí Minh,223,33,"37 min
17.7 km",17.7,37 min,part/output_part_223/ket_qua_tu_0_den_99.xlsx,original_output,ok,90134000__90237000,90134000__90237000,"11.04743,106.67951__10.79574,106.62682","10.79574,106.62682__11.04743,106.67951",directed_pair_key_by_code,35.4,17.7,,37 min,,0.6195,-17.7,17.7,0.5,SUSPECT_CHANGED,HIGH,HIGH,90134000__90237000,batch_03
5831,5833,10600000,CN Thành phố Hà Nội,105.8563803,21.0294753,32630000,PGD Đại An,105.7936961,20.9845139,8.205777624584922,TP. Hà Nội,59,31,"38 min
14.1 km",14.1,38 min,part/output_part_59/ket_qua_tu_0_den_99.xlsx,original_output,ok,10600000__32630000,10600000__32630000,"21.02948,105.85638__20.98451,105.79370","20.98451,105.79370__21.02948,105.85638",directed_pair_key_by_code,11.3,14.1,,38 min,,1.7183,2.8,2.8,0.2478,WATCH_CHANGED,MEDIUM,MEDIUM,10600000__32630000,batch_03
23196,23198,90300000,CN Thủ Thiêm,106.7293726,10.7875464,91034000,PGD Trung Sơn,106.6897068,10.7315771,7.583392109643034,TP. Hồ Chí Minh,232,96,"51 min
15.9 km",15.9,51 min,part/output_part_232/ket_qua_tu_0_den_99.xlsx,original_output,ok,90300000__91034000,90300000__91034000,"10.78755,106.72937__10.73158,106.68971","10.73158,106.68971__10.78755,106.72937",directed_pair_key_by_code,10.6,15.9,,51 min,,2.0967,5.3,5.3,0.5,SUSPECT_CHANGED,HIGH,HIGH,90300000__91034000,batch_03
8467,8469,12433000,PGD Hoàng Diệu,105.844935,21.0411352,14535000,PGD Tây Hồ Tây,105.7989687,21.0631642,5.362249053082706,TP. Hà Nội,85,67,"19 min
7.6 km",7.6,19 min,part/output_part_85/ket_qua_tu_0_den_99.xlsx,original_output,ok,12433000__14535000,12433000__14535000,"21.04114,105.84494__21.06316,105.79897","21.04114,105.84494__21.06316,105.79897",directed_pair_key_by_code,10.1,7.6,,19 min,,1.4173,-2.5,2.5,0.2475,WATCH_CHANGED,MEDIUM,MEDIUM,12433000__14535000,batch_03
18569,18571,64000000,CN Bình Dương,106.6670338,10.982933,92300000,CN Tây Sài Gòn,106.5953388,10.7457963,27.5062034982684,TP. Hồ Chí Minh,186,69,"31 min
16.8 km",16.8,31 min,part/output_part_186/ket_qua_tu_0_den_99.xlsx,original_output,ok,64000000__92300000,64000000__92300000,"10.98293,106.66703__10.74580,106.59534","10.74580,106.59534__10.98293,106.66703",directed_pair_key_by_code,33.5,16.8,,31 min,,0.6108,-16.7,16.7,0.4985,SUSPECT_CHANGED,HIGH,HIGH,64000000__92300000,batch_03
15834,15836,14534000,PGD Sông Cầu,105.8677237,21.3129019,32800000,CN Tây Thăng Long,105.7328363,21.0059239,36.88918863722949,TP. Hà Nội,159,34,"48 min
34.4 km",34.4,48 min,part/output_part_159/ket_qua_tu_0_den_99.xlsx,original_output,ok,14534000__32800000,14534000__32800000,"21.31290,105.86772__21.00592,105.73284","21.00592,105.73284__21.31290,105.86772",directed_pair_key_by_code,45.7,34.4,,48 min,,0.9325,-11.3,11.3,0.2473,WATCH_CHANGED,MEDIUM,MEDIUM,14534000__32800000,batch_03
22846,22848,90233000,PGD Sala,106.7243851,10.769637,94436000,PGD Lê Trọng Tấn,106.609662,10.8119453,13.38506131540602,TP. Hồ Chí Minh,229,46,"30 min
9.3 km",9.3,30 min,part/output_part_229/ket_qua_tu_0_den_99.xlsx,original_output,ok,90233000__94436000,90233000__94436000,"10.76964,106.72439__10.81195,106.60966","10.76964,106.72439__10.81195,106.60966",directed_pair_key_by_code,18.5,9.3,,30 min,,0.6948,-9.2,9.2,0.4973,SUSPECT_CHANGED,HIGH,HIGH,90233000__94436000,batch_03
16747,16749,26437000,PGD Nghĩa Đô,105.7707326,21.0732711,32435000,PGD Việt Phát,105.773428,20.9692627,11.56860575351246,TP. Hà Nội,168,47,"43 min
20.7 km",20.7,43 min,part/output_part_168/ket_qua_tu_0_den_99.xlsx,original_output,ok,26437000__32435000,26437000__32435000,"21.07327,105.77073__20.96926,105.77343","20.96926,105.77343__21.07327,105.77073",directed_pair_key_by_code,16.6,20.7,,43 min,,1.7893,4.1,4.1,0.247,WATCH_CHANGED,MEDIUM,MEDIUM,26437000__32435000,batch_03
22009,22011,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,90137000,PGD Long Bình,106.8237366,10.8413876,22.28855451736066,TP. Hồ Chí Minh,221,9,"36 min
15.5 km",15.5,36 min,part/output_part_221/ket_qua_tu_0_den_99.xlsx,original_output,ok,90132000__90137000,90132000__90137000,"10.97519,106.67174__10.84139,106.82374","10.84139,106.82374__10.97519,106.67174",directed_pair_key_by_code,30.8,15.5,,36 min,,0.6954,-15.3,15.3,0.4968,SUSPECT_CHANGED,HIGH,HIGH,90132000__90137000,batch_03
15243,15245,14431000,PGD Đồng Dầu,105.8967949,21.0917805,26436000,PGD Thăng Long Quang Minh,105.7782065,21.1181697,12.64704987505843,TP. Hà Nội,153,43,"27 min
12.2 km",12.2,27 min,part/output_part_153/ket_qua_tu_0_den_99.xlsx,original_output,ok,14431000__26436000,14431000__26436000,"21.09178,105.89679__21.11817,105.77821","21.09178,105.89679__21.11817,105.77821",directed_pair_key_by_code,16.2,12.2,,27 min,,0.9647,-4.0,4.0,0.2469,WATCH_CHANGED,MEDIUM,MEDIUM,14431000__26436000,batch_03
22824,22826,90233000,PGD Sala,106.7243851,10.769637,92837000,PGD Gò Vấp,106.6828559,10.8289804,8.00740835527761,TP. Hồ Chí Minh,229,24,"16 min
5.8 km",5.8,16 min,part/output_part_229/ket_qua_tu_0_den_99.xlsx,original_output,ok,90233000__92837000,90233000__92837000,"10.76964,106.72439__10.82898,106.68286","10.76964,106.72439__10.82898,106.68286",directed_pair_key_by_code,11.5,5.8,,16 min,,0.7243,-5.7,5.7,0.4957,SUSPECT_CHANGED,HIGH,HIGH,90233000__92837000,batch_03
5883,5885,10630000,PGD 94B Trần Hưng Đạo,105.8434938,21.02342,12800000,CN Chương Dương,105.8736953,21.0461653,4.02760438450027,TP. Hà Nội,59,83,"22 min
5.8 km",5.8,22 min,part/output_part_59/ket_qua_tu_0_den_99.xlsx,original_output,ok,10630000__12800000,10630000__12800000,"21.02342,105.84349__21.04617,105.87370","21.02342,105.84349__21.04617,105.87370",directed_pair_key_by_code,7.7,5.8,,22 min,,1.4401,-1.9,1.9,0.2468,WATCH_CHANGED,MEDIUM,MEDIUM,10630000__12800000,batch_03
23278,23280,90330000,PGD An Phú,106.7385273,10.7978598,90434000,PGD Thái Sơn,106.687313,10.824671,6.338568420882615,TP. Hồ Chí Minh,233,78,"37 min
13.9 km",13.9,37 min,part/output_part_233/ket_qua_tu_0_den_99.xlsx,original_output,ok,90330000__90434000,90330000__90434000,"10.79786,106.73853__10.82467,106.68731","10.79786,106.73853__10.82467,106.68731",directed_pair_key_by_code,9.3,13.9,,37 min,,2.1929,4.6,4.6,0.4946,SUSPECT_CHANGED,HIGH,HIGH,90330000__90434000,batch_03
7476,7478,12230000,PGD Đồng Xuân,105.8501004,21.0378505,12845000,PGD Học viện Nông Nghiệp,105.9300779,21.0060665,9.022237212061691,TP. Hà Nội,75,76,"32 min
16.2 km",16.2,32 min,part/output_part_75/ket_qua_tu_0_den_99.xlsx,original_output,ok,12230000__12845000,12230000__12845000,"21.03785,105.85010__21.00607,105.93008","21.00607,105.93008__21.03785,105.85010",directed_pair_key_by_code,13.0,16.2,,32 min,,1.7956,3.2,3.2,0.2462,WATCH_CHANGED,MEDIUM,MEDIUM,12230000__12845000,batch_03
22438,22440,90135000,PGD Thuận Giao,106.7227778,10.9482778,94733000,PGD Võ Văn Ngân,106.7723024,10.8518047,12.01320834225499,TP. Hồ Chí Minh,225,38,"1 hr
24.5 km",24.5,1 hr,part/output_part_225/ket_qua_tu_0_den_99.xlsx,original_output,ok,90135000__94733000,90135000__94733000,"10.94828,106.72278__10.85180,106.77230","10.85180,106.77230__10.94828,106.72278",directed_pair_key_by_code,16.4,24.5,,1 hr,,2.0394,8.1,8.1,0.4939,SUSPECT_CHANGED,HIGH,HIGH,90135000__94733000,batch_03
12675,12677,12933000,PGD Trưng Vương,105.8490003,21.0404006,32034000,PGD Hà Đông,105.770002,20.9658888,11.65748095675714,TP. Hà Nội,127,75,"44 min
13.2 km",13.2,44 min,part/output_part_903/ket_qua_tu_0_den_99.xlsx,retry_output,ok,12933000__32034000,12933000__32034000,"21.04040,105.84900__20.96589,105.77000","20.96589,105.77000__21.04040,105.84900",directed_pair_key_by_code,17.5,13.2,,44 min,,1.1323,-4.3,4.3,0.2457,WATCH_CHANGED,MEDIUM,MEDIUM,12933000__32034000,batch_03
23129,23131,90237000,PGD Gò Dầu,106.626816,10.795744,92836000,PGD Hạnh Thông Tây,106.6595606,10.8359748,5.727323415292404,TP. Hồ Chí Minh,232,29,"28 min
11.2 km",11.2,28 min,part/output_part_232/ket_qua_tu_0_den_99.xlsx,original_output,ok,90237000__92836000,90237000__92836000,"10.79574,106.62682__10.83597,106.65956","10.79574,106.62682__10.83597,106.65956",directed_pair_key_by_code,7.5,11.2,,28 min,,1.9555,3.7,3.7,0.4933,SUSPECT_CHANGED,HIGH,HIGH,90237000__92836000,batch_03
12988,12990,12938000,PGD Nguyễn Văn Linh,105.9379784,21.0203375,13630000,PGD Minh Khai,105.8628929,20.995312,8.276036470460118,TP. Hà Nội,130,88,"34 min
13.7 km",13.7,34 min,part/output_part_905/ket_qua_tu_0_den_99.xlsx,retry_output,ok,12938000__13630000,12938000__13630000,"21.02034,105.93798__20.99531,105.86289","20.99531,105.86289__21.02034,105.93798",directed_pair_key_by_code,11.0,13.7,,34 min,,1.6554,2.7,2.7,0.2455,WATCH_CHANGED,MEDIUM,MEDIUM,12938000__13630000,batch_03
19049,19051,64033000,PGD Dĩ An,106.7573326,10.9062265,88034000,PGD Bà Rịa,107.1768403,10.4877553,65.31617707066513,TP. Hồ Chí Minh,191,49,"1 hr 7 min
41.4 km",41.4,1 hr 7 min,part/output_part_191/ket_qua_tu_0_den_99.xlsx,original_output,ok,64033000__88034000,64033000__88034000,"10.90623,106.75733__10.48776,107.17684","10.48776,107.17684__10.90623,106.75733",directed_pair_key_by_code,81.6,41.4,,1 hr 7 min,,0.6338,-40.2,40.2,0.4926,SUSPECT_CHANGED,HIGH,HIGH,64033000__88034000,batch_03
11613,11615,12831000,PGD Tràng An,105.8215333,21.0295457,12938000,PGD Nguyễn Văn Linh,105.9379784,21.0203375,12.12938609972969,TP. Hà Nội,117,13,"44 min
18.8 km",18.8,44 min,part/output_part_117/ket_qua_tu_0_den_99.xlsx,original_output,ok,12831000__12938000,12831000__12938000,"21.02955,105.82153__21.02034,105.93798","21.02034,105.93798__21.02955,105.82153",directed_pair_key_by_code,15.1,18.8,,44 min,,1.55,3.7,3.7,0.245,WATCH_CHANGED,MEDIUM,MEDIUM,12831000__12938000,batch_03
22135,22137,90133000,PGD An Bình,106.7684689,10.894937,90600000,CN 3 Thành phố Hồ Chí Minh,106.6819475,10.7697554,16.82392200968462,TP. Hồ Chí Minh,222,35,"1 hr 21 min
36.1 km",36.1,1 hr 21 min,part/output_part_222/ket_qua_tu_0_den_99.xlsx,original_output,ok,90133000__90600000,90133000__90600000,"10.89494,106.76847__10.76976,106.68195","10.76976,106.68195__10.89494,106.76847",directed_pair_key_by_code,24.2,36.1,,1 hr 21 min,,2.1458,11.9,11.9,0.4917,SUSPECT_CHANGED,HIGH,HIGH,90133000__90600000,batch_03
13910,13912,13630000,PGD Minh Khai,105.8628929,20.995312,32400000,CN Quang Trung,105.7853611,20.9787911,8.256208442419585,TP. Hà Nội,140,10,"26 min
11.7 km",11.7,26 min,part/output_part_140/ket_qua_tu_0_den_99.xlsx,original_output,ok,13630000__32400000,13630000__32400000,"20.99531,105.86289__20.97879,105.78536","20.97879,105.78536__20.99531,105.86289",directed_pair_key_by_code,9.4,11.7,,26 min,,1.4171,2.3,2.3,0.2447,WATCH_CHANGED,MEDIUM,MEDIUM,13630000__32400000,batch_03
